Age,Cluster,District,Female_15_29,Female_30,Gendered_HH_Type,KFP_Comp_Feed,KFP_Comp_Feed_2,KFP_criticalhandwashing,KFP_Dietary_Diversity,KFP_Exclusive,KFP_Initiation,KFP_minmeal,Men_15_29,Men_30,Participate_CareGroup,Participate_CashTransfer,Participate_Disaster,Participate_FFB,Participate_GenderedClimate,Participate_IGA,Participate_Natural,Participate_PTS,Participate_ResilienceDesign,Participate_SAADialoguesGender,Participate_SuppFeeding,Participate_TVET,Participate_VillageSavings,Participate_WASH,Sex,Village,Ward,Frame1_3,Frame3,program,KFP_contbf,KFP_micronutrient,KFP_TimelyImmun,Participate_AgrLoan,Participate_CommSupp,Participate_DykeCon,Participate_Irrigation,Participate_Livestock,Participate_Marketing,Participate_Meg,Participate_Radio,Participate_TVET_formal,Participate_TVET_informal,Participate_WaterManage,Participate_YouthGroup,source_caregroup,source_cluster,source_healthfacil,source_interpersonal,source_other,source_promoter,source_radio,source_socialmedia,source_tfd,source_training,frame_c06,KFP_sum,interventions,frame
45,KASELEMA,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,1,Female,NGILENGILE,CHIKOWI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,14,NA
24,KASELEMA,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,1,Male,NGILENGILE,CHIKOWI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,14,NA
26,MATUMBI,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,16,NA
32,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Female,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,16,NA
39,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,15,NA
62,MATUMBI,ZOMBA,0,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,13,NA
37,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,15,NA
27,MATUMBI,ZOMBA,1,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,18,NA
42,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,18,NA
42,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
38,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,MCHENGA,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
47,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,KAPOLO1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
53,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MWENGO 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,8,NA
60,MATUMBI,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,8,NA
45,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,8,NA
66,MATUMBI,ZOMBA,2,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,9,NA
41,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
24,MATUMBI,ZOMBA,0,0,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
42,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,18,NA
51,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,18,NA
44,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
51,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,18,NA
23,MATUMBI,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
22,MATUMBI,ZOMBA,0,0,Adult Male no Adult Female (MnF),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,14,NA
57,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,BONOMALI,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,13,NA
37,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,16,NA
34,MATUMBI,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,0,Male,CHIUNDA 1,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,14,NA
46,MATUMBI,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
46,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIKANGUYA 2,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
74,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,16,NA
41,MATUMBI,ZOMBA,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHIUNDA 5,MLUMBE,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Maize marketing,0,17,NA
33,MBIZA,ZOMBA,1,0,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,MBIDZA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,15,NA
39,MBIZA,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,1,0,Female,NAMATIKHA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,12,NA
56,MBIZA,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MWAMADI,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,9,NA
44,MBIZA,ZOMBA,3,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MBIDZA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,8,NA
44,MBIZA,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,NAMATIKHA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,10,NA
38,LIKHOMO MLIYA,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,NSOKANYA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,15,NA
54,MBIZA,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,0,NA,NA,NA,1,NA,NA,1,NA,NA,0,0,Female,LIKHOMO MLEWA,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,14,NA
52,CHILONGO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MATOLA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,9,NA
62,CHILONGO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,2,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,MATOLA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,10,NA
41,CHILONGO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MATOLA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
56,BALAKASI,MANGOCHI,1,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,16,NA
34,BALAKASI,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,10,NA
40,BALAKASI,MANGOCHI,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,3,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
44,BALAKASI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,8,NA
54,LIKHOMO MLIYA,ZOMBA,1,1,Adult Female no Adult Male (FnM),NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,JAILOSI,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,8,NA
75,CHILONGO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,CHILONGA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
51,CHILONGO,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Male,CHILONGA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,1,0,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,17,NA
64,CHILONGO,MANGOCHI,3,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,Female,CHILONGO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,1,0,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,17,NA
60,BALAKASI,MANGOCHI,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,13,NA
42,BALAKASI,MANGOCHI,3,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,10,NA
54,BALAKASI,MANGOCHI,0,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
57,BALAKASI,MANGOCHI,2,2,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,6,NA
42,BALAKASI,MANGOCHI,4,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,0,0,Female,MAGWINGWI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
46,LIKHOMO MLIYA,ZOMBA,2,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,1,NA,NA,0,1,Male,JAILOSI,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,16,NA
28,LIKHOMO MLIYA,ZOMBA,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,0,1,Female,JAILOSI,MBIZA,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,16,NA
64,CHILONGO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,CHILONGO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,0,0,1,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,4,NA
38,CHILONGO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MATOLA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,0,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,8,NA
75,CHILONGO,MANGOCHI,2,0,Adult Male no Adult Female (MnF),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,NA,NA,0,NA,NA,1,0,Male,CHILONGO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,1,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,12,NA
38,CHILONGO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,SABILI,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,1,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,11,NA
44,CHILONGO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,4,1,0,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Female,MALUKULA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,7,NA
40,BALAKASI,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,2,1,1,0,1,NA,NA,NA,1,NA,NA,0,NA,NA,0,0,Female,MAKWINJA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,1,1,1,0,1,1,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,13,NA
63,MTULUKO,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,0,Male,MAKUNGANYA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,0,1,0,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,14,NA
41,MTULUKO,MANGOCHI,1,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,NA,NA,NA,0,NA,NA,1,NA,NA,1,1,Female,MANJOLO,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,1,1,0,1,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,13,NA
46,BALAKASI,MANGOCHI,0,1,Adult Male and Adult Female (M&F),NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,Male,MAKWINJA,JALASI,NA,NA,TITUKULANE,NA,NA,NA,0,1,0,0,1,0,0,1,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Soybean Marketing,0,8,NA
